Address,Staked Balance,Owed sUSD,Readable Staked Balance,Readable Owed sUSD
0x0EBAb19F412e1afD2B90842e5C632aa186a4f60d,218756979658618601700,63033285827063949991085,218.7569796586186017,63033.285827063949991085
0x228c1334fc57Eb6E02EcC448E749a041124321c1,2020250133528674711564,582120873617848911553943,2020.250133528674711564,582120.873617848911553943
0x56D14fcb4587B5845fA4823aF790672EBF92580d,8655248350282602649,2493948965738029466612,8.655248350282602649,2493.948965738029466612
0xf600fd970Bc2054d81AFb1646B50531D7567b22c,81,23338,0.000000000000000081,0.000000000000023338
0xBe86F784eb2A34a8E49F4C0BDdb919E6EF099988,1151884747191214393304,331907492153375673193362,1151.884747191214393304,331907.492153375673193362
0xAABd5fBcb8ad62D4FbBB02a2E9769a9F2EE7e883,1968350073176846680,567166236084893937609,1.96835007317684668,567.166236084893937609
0xF9D89Dc506c55738379C44Dc27205fD6f68e1974,10256987282408477757217,2955478778805407534143445,10256.987282408477757217,2955478.778805407534143445
0xebFc7d4FCE4F02bcc8CC63347b723E0690091475,2021684599462897078,582534204892499568858,2.021684599462897078,582.534204892499568858
0x4041cC7eFe876D60299ef2Bc7C8d10a1D046E7b0,2578586578809379885,743001595220273783921,2.578586578809379885,743.001595220273783921
0xAD549C7fcF1bd3E57BCa464D9Dce0A0D561599D1,527322322562234020,151944220170380120357,0.52732232256223402,151.944220170380120357
0xFec310A0523c78CCb0681e5B88cE2DE3dfaBf12F,212247629099538096,61157662224199332608,0.212247629099538096,61.157662224199332608
0x9d8b1D8BE109851f48f89EE14b9E895441381F46,1255331219988653633,361714866061254024113,1.255331219988653633,361.714866061254024113
0xbA743394ca6c38886c066E45bb9980A09AeC7A65,887794063936789658,255811618331116464320,0.887794063936789658,255.81161833111646432
0x513D9f94272C36121adf4BeCe7ee8685e74305Fa,4613542641884969914,1329359879054381629380,4.613542641884969914,1329.35987905438162938
0x8B2dAF0A57ccB9E0604c661C44Af7503c851c55f,7793457399856685295,2245629961763182875255,7.793457399856685295,2245.629961763182875255
0x63B461A9577cdAea028f25D059868d9Abe6EddBF,1938969791289488573,558700514402433367204,1.938969791289488573,558.700514402433367204
0x879e932b55c14Ab7CEEBb74FE94D2015FDC785B2,40065084732513661945,11544472508128142118407,40.065084732513661945,11544.472508128142118407
0xE09a1Fbe9b673e7Aaf6Cf637051bD707C5a70442,1294617500819016286,373034931699968785125,1.294617500819016286,373.034931699968785125
0x828A30F9bfFf6726765b5C7eAc213B5Ad22fbFb8,441532349730992504,127224442602566881150,0.441532349730992504,127.22444260256688115
0x2ac43DE73FE54f6fF43ce0774C29532ee45a251E,1055999846966662899,304278932224519738705,1.055999846966662899,304.278932224519738705
0x2e811936373126D2F6ef6bCaC0fc4cCF27b963bc,149550000000000000,43091781163500000000,0.14955,43.0917811635
0x40d2Ce4C14f04bD91c59c6A1CD6e28F2A0fc81F8,29909999999999992514,8618356232699997842961,29.909999999999992514,8618.356232699997842961
0x111061a4323E866C1933D55B5712C3b960A27E54,140534629238452141,40494065456616438110,0.140534629238452141,40.49406545661643811
0xEa5Ed53ec1244a1BAF72086c6f5726b1Dd913FdC,1033739784696671774291,297864851769659554159377,1033.739784696671774291,297864.851769659554159377
0x56025C57C2621b08F5cf7F0d3ACAb5c2a818e5FA,598,172308,0.000000000000000598,0.000000000000172308
0x1548fdfe561371F5E1dA3930d1a0FD600150A162,33956927055065168,9784449813719831050,0.033956927055065168,9.78444981371983105
0x220AbD48f2b444E1a352B6927c885C4579738081,384819807162077210235,110883122150508198726426,384.819807162077210235,110883.122150508198726426
0x8Dd7B3223b9c2f18b0F4b4108ed2A506f824b1ce,1779849267604302,512851054119828363,0.001779849267604302,0.512851054119828363
0x54d4080188f1bc6A61CA050ee82C3D3d76d6dc21,14779381646246502834,4258574922312956678701,14.779381646246502834,4258.574922312956678701
0x0fC0C62049ee38adE3ebAdbeeeF61817D7559533,11964000000000000000,3447342493080000000000,11.964,3447.34249308
0x411dBC8Be46b228f0138e2d022a11d6a32f20873,74248730573329371600,21394249746128927921057,74.2487305733293716,21394.249746128927921057
0x5d47E871F81F84D3154AEC772bCce14973112C69,747750000000000000,215458905817500000000,0.74775,215.4589058175
0x69aD68C214bAD01b392188d8d5c99411cc43133e,187000000000000000,53882735390000000000,0.187,53.88273539
0xE2d128323Cf7560a6E7a82726D7b425aEdc7a556,6193096862841546000,1784497323556845703831,6.193096862841546,1784.497323556845703831
0x8779eeE18BFeD3C6D28ee4E197cEa268864F794F,11450660328046170000,3299427275384397720924,11.45066032804617,3299.427275384397720924
0x636f39f6Dfeee613b659253C347eCB9e60DBDa78,427722953112826,123245362047100428,0.000427722953112826,0.123245362047100428
0x14FCa733f9283CAaA6D0f2294239Ff379B29Fd0a,2132532922234895660,614474369835541873111,2.13253292223489566,614.474369835541873111
0xc062788d80124013C769A7593c33c1bF90c7b252,991999999999999763,285837826239999931709,0.991999999999999763,285.837826239999931709
0x4A51548cA9C8dCbFC58a2E3fc80D26E66Bc47571,66460949831806520,19150255473557731137,0.06646094983180652,19.150255473557731137
0xa28e586e24e6d78d05e822188DDC118Ac2fB034b,6318641648951232286,1820672171094505456047,6.318641648951232286,1820.672171094505456047
0xE6939A804b3C7570Ff5f36c1f0d886dAD4b4A204,392796865969777431532,113181655567223599360601,392.796865969777431532,113181.655567223599360601
0xe6bEdf2d09c2d5123aF618290B001F99daD6d89e,1777314807386005214,512120767225181478797,1.777314807386005214,512.120767225181478797
0x683a42E5B414Ae5cF79ece7e369cA5937fdcDC11,1543831300208639000,444844136021078861117,1.543831300208639,444.844136021078861117
0xDc3B17B7787FeAb3e68e187F9D1aBE4c2F0c3D8D,5450000000000000000,1570379186500000000000,5.45,1570.3791865

Price,289.01
Exchange Fee,0.003
